ssn,nif,nome,telefone,morada,data_nasc
31558985415,262196930,Marta de Magalhães,969764467,"Rua Matos 156, 5838-989 Seixal",1991-04-30
38017884593,154380060,Santiago Mendes,937630449,"Travessa Pedro Vieira 93, 1797-768 Cartaxo",1944-07-17
73277056617,105403191,Bárbara Antunes,964045735,"Avenida Gonçalo Branco 62, 5117-654 Lourosa",1969-04-29
76809399260,205334415,Vera Torres,960672611,"Alameda de Francisco Borges 566, 6138-468 Vila Nova de Famalicão",2016-05-20
70296746070,371811087,Jéssica Henriques,960950188,"Alameda Miguel Cruz 61, 0470-031 Castelo Branco",1936-02-05
51918965214,345080772,Alexandre Teixeira,936199658,"Avenida Miriam Baptista 55, 6304-085 Amora",1927-10-12
34302641855,144405663,Nuno Maia,930502085,"Rua Morais 34, 3307-823 Gandra",1962-11-18
11017863972,161101014,Vitória de Antunes,915763453,"Travessa de Almeida 195, 5847-952 Albufeira",1961-04-07
52056565698,300063047,Vicente Matos,911809733,"Largo Carvalho 96, 4350-192 Ílhavo",1922-10-18
79279644530,233976380,Valentina Carvalho,914644117,"Praça de S. Lázaro 107, 6971-777 Montijo",1963-03-27
89412883584,285952063,Daniel Rodrigues,932289578,"Praça da Encarnação 70, 3733-514 Odivelas",1971-03-05
35150035960,300710679,Larissa Paiva,932312611,"Rua de Palma de Cima 64, 8271-212 Ponta Delgada",1959-09-29
57049919465,333669519,Eduarda Ferreira,936360085,"Rua de Sidónio Pais 568, 3373-550 Montemor-o-Novo",1951-06-12
45875639389,225537866,Ivo Monteiro,931660190,"Rua de Pinto 38, 8143-732 Seia",1985-11-21
83061238042,276492989,Alice Alves,931703837,"Rua Rodrigues 11, 9122-040 Caldas da Rainha",2011-08-02
58412394218,382566091,Fábio Carvalho,938885171,"Travessa Constança Santos 228, 4686-780 Lixa",1965-02-17
16834331032,378105859,Mia Faria,961039654,"Travessa Amaral 91, 6263-347 Peniche",1960-04-09
83313714798,128420358,Carlos Maia,911528954,"Avenida Fernando Pessa 17, 3855-389 Ribeira Grande",2006-07-21
37897925421,372271811,Carolina Andrade,936026392,"Rua Esteves 57, 2387-627 Santa Cruz",2000-09-05
32483662996,293422139,Marta Reis,969570984,"Praça de Carneiro 51, 5740-404 Cantanhede",1946-08-07
17016614030,237970782,Cristiano Mendes,938620928,"Rua de Sousa 844, 3362-855 Gondomar",1999-10-27
89286537835,141512431,Benedita Pires,969238278,"Travessa do Cantábrico 21, 7156-501 Póvoa de Santa Iria",1989-07-26
15932928165,134366249,Joana Figueiredo,963162670,"Alameda Ramos 25, 9398-146 Miranda do Douro",1965-05-12
81726456067,371491569,Emanuel Tavares,961319580,"Praça Marques 69, 7468-397 Barreiro",2021-03-09
59533784127,316578105,Diana Pinto,915670531,"Rua Vicente 8, 7732-354 Quarteira",2014-02-07
91165015083,207195279,Victória Oliveira,962358266,"Largo de Tavares 4, 1024-254 Porto",1931-12-30
91631577196,301696695,Leonardo Cunha,961934325,"Rua de Machado 946, 1430-916 Alcobaça",1988-08-01
15138962852,286066338,João Vieira,912558952,"Travessa Garcia 28, 9866-563 Rebordosa",1994-10-23
47123340788,112683206,Diana Costa,935350471,"Avenida Kévim Faria 254, 3067-841 Ponte de Sor",1948-05-29
75576032414,325249698,Jéssica Barros-Lopes,910364405,"Avenida de Henriques 1, 1064-826 Torres Novas",1999-02-12
88630839210,360959481,Cláudio Neto,967035519,"Avenida Rodrigo Amorim 35, 1305-147 Peniche",1930-06-04
24814039011,275179942,Eduardo Batista,910220733,"Rua do Preto 60, 7035-569 Fátima",1965-01-02
28381754982,274769898,Nádia Leite,930200023,"Praça de Pacheco 783, 3074-844 Vila Nova de Foz Côa",2010-04-05
14180160777,104308615,Gabriela Esteves,918722474,"Avenida dos Bacalhoeiros 47, 8100-866 Felgueiras",1967-09-10
10201621467,135186334,Jorge Araújo,933097450,"Avenida Sá 289, 4808-678 Setúbal",1956-11-26
47023420670,347364604,Amélia Moura,965081392,"Travessa de Tavares 77, 8381-483 Valongo",1925-11-09
97250817525,241545694,Salomé Moura,965226565,"Travessa Tavares 54, 6611-537 Sacavém",1958-05-20
15531258724,286953878,David Magalhães,913562077,"Praça Raquel Nascimento 24, 2193-565 Angra do Heroísmo",1930-05-12
67147391039,380005091,António Figueiredo,916616944,"Praça Tavares 99, 3753-903 Funchal",2021-12-13
22577625763,193261627,Jorge do Barbosa,916295248,"Rua Correia 29, 4492-446 Valongo",1912-12-06
10561489505,209060542,Gabriela Guerreiro-Carvalho,961557092,"Rua de João Chagas 57, 8665-066 Penafiel",2021-01-22
71239026882,165449211,José Ramos-Pinho,966874459,"Largo de Mendes 8, 0669-831 Valbom",1997-08-08
15842405650,150452013,Sandro Nogueira,961625607,"Praça Teixeira 64, 9220-555 Tarouca",1917-08-03
60561270591,236742032,Bruno Neto,918434584,"Avenida Guerreiro 67, 3328-839 Ponte de Sor",1954-07-17
89522024772,125114765,Mariana Esteves,913646762,"Praça Silva 92, 9617-062 Reguengos de Monsaraz",1908-09-10
89055550166,271579917,Artur Lopes,913922686,"Avenida de Vandoma 836, 9689-504 Felgueiras",1987-10-09
47331080749,349229874,Teresa Campos,968325514,"Travessa José Pires 131, 3748-408 Lisboa",1976-09-02
78816885183,386901624,Manuel Garcia,931737276,"Travessa Machado 43, 7111-336 Porto",1956-07-25
34956004158,315212094,Isabel do Campos,911247567,"Avenida de Campos 7, 0467-690 Braga",2018-05-13
35091559744,194177016,Nair Morais,968317282,"Rua de Cardoso 79, 1294-524 Lixa",1916-11-01
87420322471,330750918,Fábio Correia,967753516,"Largo Maria José Moura 66, 3830-892 Felgueiras",1941-10-15
44220090725,351635832,Sofia Gonçalves,961267116,"Avenida da Feiteira 19, 8478-253 Lamego",1935-02-05
98308884937,328585274,Margarida Barros,961130495,"Praça Renata Almeida 93, 2115-776 Miranda do Douro",1936-02-10
30115773630,182428465,Benedita Esteves,935595978,"Rua de Melo 68, 0405-813 Mealhada",1969-05-28
83240574452,279220287,Laura Pinheiro,935094587,"Largo de Freitas 27, 8452-963 Ourém",2001-11-16
75750208162,254577468,Vitória Valente,963482651,"Avenida Camila Matias 77, 4335-045 São Salvador de Lordelo",1916-05-12
65492276022,237304617,William Machado,939010417,"Largo de Martins 180, 8920-838 Amora",1935-07-16
71664952647,200800357,Irina Carneiro-Costa,912635803,"Praça da Foz 35, 8606-903 Montemor-o-Novo",2004-07-31
73369321959,360703408,Marco Ferreira,932158499,"Avenida de Azevedo 89, 7274-873 Agualva-Cacém",1979-02-18
47384938851,209852099,Enzo Domingues,963293731,"Rua de Bonjóia 63, 7233-617 Santa Comba Dão",1909-11-25
80262997791,288192489,Rúben Santos,932022781,"Avenida Joana Tavares 11, 6716-430 Estarreja",1946-08-28
82385988314,214296697,Lorena Pires,937618468,"Avenida Teófilo Ferreira 953, 9995-041 Vila Franca de Xira",1991-06-06
83045432753,148960522,Noa da Pinto,965248890,"Travessa Maria Morais 34, 9870-906 Lamego",1996-03-22
82766160992,248982718,Dinis do Alves,932110115,"Praça de Fernandes 28, 3691-578 Beja",2020-02-08
31445664677,211358313,Tomás Tavares,936178035,"Travessa de Torres 19, 0681-251 Barreiro",1977-09-23
14956042442,319420731,Gaspar Miranda,938416985,"Rua de Correia 801, 5985-150 Lagos",2000-03-25
96189482660,211502359,Matilde Araújo,963891387,"Alameda Neto 23, 5864-940 Évora",1942-03-12
27278704719,113692701,Ângelo Domingues,969590213,"Rua Santos 58, 2655-649 Sintra",1995-11-23
96175365165,273060735,Adriana Rocha,967320143,"Rua de Fonseca 78, 2170-499 Tavira",2014-08-20
71803618023,171184817,Marta Neto,910429998,"Praça Amélia Magalhães 80, 2337-917 Ponta Delgada",1988-02-06
61633687853,309442059,Márcio Pinho,933640991,"Avenida Costa 115, 5403-707 Peso da Régua",2010-06-15
50780478358,126529604,Tatiana Barbosa,964317893,"Largo Figueiredo 187, 0625-706 Quarteira",1999-04-12
54055857353,320321355,Erica Ramos,938959725,"Avenida do Evaristo 148, 0205-458 Funchal",1985-05-15
65967237969,369650196,Eduardo Gomes,939499825,"Rua de Melo 4, 3913-818 Vale de Cambra",1982-03-02
67502768092,353229763,Edgar Paiva,917490530,"Rua de Maia 51, 3451-450 Santa Maria da Feira",1966-11-25
46430629237,221668076,Edgar Branco-Teixeira,937816625,"Travessa Cláudio Carneiro 1, 8683-550 Fiães",1964-08-26
42827209072,384221319,Carolina-Alice Pinho,939617894,"Praça Loureiro 33, 0505-692 Mangualde",1919-02-19
86372463221,118835926,Tatiana Azevedo,968103098,"Largo de Pinho 3, 1975-250 Elvas",1927-01-06
64978727812,171524572,Márcio Barbosa,911646364,"Largo de Assunção 4, 7721-692 Alverca do Ribatejo",1936-05-14
59019669085,358251642,Ricardo Abreu,937922722,"Travessa Guerreiro 2, 8943-033 Macedo de Cavaleiros",1944-11-18
49580923270,248807930,Brian Silva,965649188,"Alameda Madalena Henriques 43, 6237-755 Estarreja",1950-04-02
87510503951,394372492,Irina Macedo,914539919,"Avenida Mélanie Castro 626, 7422-219 Barcelos",2011-02-17
78647725302,325565543,Luca do Anjos,913064781,"Alameda Frederico Torres 56, 0243-909 Viana do Castelo",1930-03-28
26615628079,185407168,Sofia Rodrigues-Figueiredo,917453861,"Rua Barros 19, 3076-668 Santa Comba Dão",2021-01-16
16406640654,375334483,Tomás Matos,964971996,"Avenida de Castro 15, 9229-840 Lagoa",1932-08-16
44820350164,190700560,Kévim Vicente,967990545,"Avenida Reis 38, 2843-946 Elvas",2017-01-24
10371559882,274622542,Ema Torres-Barbosa,915359135,"Alameda Artur Agostinho 35, 0930-991 Almada",1987-02-18
68438424988,348803303,Bruno Assunção,915613846,"Largo da Quinta de Santo António 76, 0418-923 Horta",2008-03-18
73305058963,265609091,Mário da Cardoso,934903343,"Alameda Alexandre Moura 142, 6115-638 Santiago do Cacém",2017-10-19
34156361383,248469535,Leonardo Coelho-Miranda,930206848,"Rua Carlos Moura 848, 9864-221 Matosinhos",1928-08-16
43080801576,208179104,Mário Teixeira-Morais,918959931,"Avenida Edgar Cardoso 58, 4281-778 Peso da Régua",1993-11-01
87522935512,132093158,Adriana Nascimento,911784436,"Avenida do Monte dos Judeus 83, 6744-284 Praia da Vitória",1915-08-26
30139534308,182688296,Bernardo Borges,933174395,"Rua Silva 70, 2199-852 Ponte de Sor",1942-04-05
83464205339,103616193,Renato Vicente,934716541,"Travessa de Oliveira 76, 2753-739 Lisboa",2008-01-25
19280897696,319527651,Violeta Cruz,964822858,"Rua Abreu 67, 9381-379 Seia",1950-01-19
94191598646,256638991,Carlota de Vaz,917254770,"Alameda José António Marques 122, 6293-874 Caldas da Rainha",2008-05-24
67975603077,164949377,Valentina Tavares,936066043,"Largo Beatriz Fernandes 2, 3168-014 Lourosa",1939-10-13
44393126028,127027660,Erika Batista,967412877,"Avenida das Olaias 86, 1351-924 Guarda",1935-08-24
77896243872,356982391,Rita de Morais,966870989,"Rua de Teixeira 339, 1843-203 Torres Vedras",1940-05-02
42607132863,372289841,Salomé Castro,933345115,"Travessa Pinheiro 400, 0143-484 Caniço",1968-11-10
42794887485,388225297,Miguel Ramos,918316516,"Rua Maia 32, 0251-463 Trofa",1996-07-12
73619960023,186530178,Sérgio Maia,967272848,"Praça Garcia de Orta ao Parque das Nações 32, 1139-085 Gouveia",2010-10-07
23484473428,303855985,Sebastião Ramos,931243314,"Rua de Esteves 195, 7475-094 Santiago do Cacém",2010-08-07
76864729698,175404931,Ricardo Fonseca,918433454,"Travessa Diogo Cruz 64, 2748-798 Figueira da Foz",1988-10-27
27487431624,370097238,Nuno Morais,916373469,"Largo do Dr. António Macedo 367, 0194-351 Ponte de Sor",1961-03-08
58767467176,130877011,Kyara Brito,911453184,"Rua Nogueira 12, 3792-786 Oliveira do Bairro",1986-11-06
42594967497,101564766,Nair do Macedo,918984169,"Alameda Camila Mota 13, 1051-565 Peniche",1959-04-16
12698907468,357397865,Paulo Abreu,965358748,"Avenida de Mota 9, 2338-846 Caniço",2017-09-20
14614990824,108077924,Clara Vicente,932094081,"Praça da Beneditina 615, 9490-470 Peniche",1996-12-08
99045635065,315808058,Núria-Juliana Maia,965820095,"Travessa Kyara Morais 1, 9763-835 Montijo",2015-05-19
65593658210,305705064,Nuno Monteiro,932443918,"Rua Eva Faria 138, 5395-090 Santa Cruz",1933-03-28
27532152992,378016133,Leonardo Loureiro,935757986,"Praça Correia 192, 8126-762 Caniço",2023-03-12
97127033412,296314233,Violeta Faria,912854340,"Praça de Maceda 13, 3734-600 Mêda",2022-03-02
51138802161,218621798,Kevin Sá,932671253,"Rua de Amorim 5, 4236-192 Aveiro",2005-05-27
34417278525,281181968,Nicole Pinto,965133516,"Largo Dinis Brito 952, 7393-596 Portalegre",1944-10-02
38696672957,116219992,Érica Mota,916103251,"Rua da Luz 98, 2510-834 Pombal",1972-07-22
22436828429,116984990,Igor Anjos,961997778,"Travessa Dinis Valente 1, 8106-212 Coimbra",1961-12-21
80382929397,293827667,Gabriela Machado,965618158,"Alameda Melo 79, 9358-373 Costa da Caparica",2012-10-12
72981393559,397338986,Letícia-Lúcia Barros,910406487,"Alameda Leandro Ramos 89, 5971-443 Silves",1975-09-04
96572461968,107375262,Iara de Marques,966057938,"Travessa de Vicente 166, 4212-726 Valongo",1973-04-06
32849836997,103955301,Frederico Lopes,917266840,"Alameda das Sereias 2, 1208-167 Barreiro",1999-06-19
58887337265,369979287,Alexandre Nogueira,914643961,"Avenida Melo 360, 2198-749 Amora",1997-05-02
91970492458,168507977,Leandro Cardoso,969766167,"Travessa de Esteves 970, 7697-168 Cantanhede",1949-04-24
56830617871,220411586,Henrique Mota-Fonseca,915211711,"Avenida de São Vicente 74, 3961-498 Ovar",1929-11-15
35168547982,351386838,Juliana de Matos,965959589,"Avenida Correia 33, 6756-335 Elvas",1969-04-15
23987299683,386160123,Gabriel Leite,912408345,"Largo de Guerreiro 33, 5042-766 Macedo de Cavaleiros",1924-10-14
72650226836,280110264,Francisca-Nádia Matias,911518869,"Travessa Cardoso 75, 7414-156 Aveiro",2006-10-01
49698236652,297099191,Eduarda Matias,919095228,"Alameda Erica Neto 33, 5404-739 Castelo Branco",1940-08-04
78759629013,379454419,Tomás Gonçalves,930619479,"Avenida Santos 29, 9241-819 Chaves",1949-12-18
26903038716,356068041,Emma Lima,960244119,"Avenida Garcia 57, 1455-597 Ribeira Grande",1913-08-26
33558547759,320024331,Alexandra Melo,935093372,"Avenida Luís Faria 9, 0061-179 Póvoa de Varzim",2003-08-10
72705539041,222720384,Wilson Pinho,937165089,"Avenida dos Olivais 83, 3160-224 Caldas da Rainha",2010-11-02
62850729822,125635617,Tomás Cunha,935347763,"Alameda Tristão da Silva 189, 3010-966 Valpaços",1944-02-23
72252877510,188328461,António Lopes,968920742,"Rua de Melo 66, 3030-229 Miranda do Douro",1930-05-24
14638431877,248351684,Ângelo Cruz,939804166,"Travessa dos Flamingos 890, 9509-224 Esposende",1981-05-15
47461066600,220178202,Isabela Amorim,964530780,"Alameda de Brito 28, 3915-870 Fafe",1982-06-28
84179543828,149206466,Erica da Azevedo,912886144,"Alameda Gaspar 53, 1700-858 Fafe",1975-02-16
81707866877,106991034,Daniela Amaral-Lopes,935335722,"Avenida de Correia 6, 6421-007 Amarante",1961-11-05
16006100281,230367317,Kyara Azevedo,914350485,"Alameda António Lopes 2, 9179-950 Gafanha da Nazaré",1958-03-17
88732488790,118137326,Renata Reis,968441696,"Alameda de Pacheco 9, 2280-538 Fátima",2011-11-18
94858160898,334270101,Vasco Mendes,931704944,"Rua Moura 396, 5028-465 Câmara de Lobos",1993-10-04
96696891547,339903007,António Ramos,934807543,"Alameda das Necessidades 4, 5261-025 Seixal",1958-10-28
81879436416,178729149,Renato Silva,964193745,"Avenida de Manuel Cardoso Agrelos 96, 5616-022 Serpa",1928-05-31
51258467898,257857073,Artur Jesus,911075909,"Alameda Oliveira 111, 4021-013 Ponte de Sor",1932-09-05
56417808636,188845805,Isabela do Soares,962077848,"Rua Macedo 88, 5013-716 Montijo",2015-12-18
83057645524,187405220,Valentina Castro,935678974,"Avenida Denis Vaz 452, 5169-717 Tarouca",2003-10-13
42069835155,342628288,Frederico Ramos,911717789,"Rua de Barbosa 109, 0159-779 Macedo de Cavaleiros",1980-01-09
55104876705,136776075,Isabel Pinho,963703706,"Rua Miriam Costa 44, 1323-300 Costa da Caparica",1911-10-25
74145554893,251190188,Rafaela Pacheco,911078317,"Travessa Leite 970, 1002-389 Lisboa",1992-12-13
97138296523,207894104,Ângela Vaz,935509770,"Praça de S. Salvador 47, 6472-442 Póvoa de Santa Iria",1929-11-18
83210177209,101986233,Mauro Santos,937030459,"Rua de Pinho 132, 3388-217 Odivelas",1926-03-17
44791042378,271358671,Nádia-Bianca Leite,916547338,"Travessa Pires 80, 9871-230 Montijo",2022-04-24
71420622564,360908388,Sofia-Naiara Santos,962929018,"Praça de Abreu 2, 4557-863 Évora",1956-09-22
31170889685,158554304,Ivan do Melo,932972837,"Travessa Teixeira 44, 6783-849 Vila Franca de Xira",2020-04-27
18614580239,284800864,Wilson Carneiro,962694068,"Avenida Patrícia Gomes 188, 0570-678 Torres Vedras",1985-10-05
76466866896,178982778,Rafael Marques,960226150,"Avenida de Teófilo Braga 637, 4809-125 Santo Tirso",1938-01-10
35196502324,140855547,Marta-Jéssica Neves,932594175,"Avenida de S. Salvador 109, 5788-143 Abrantes",1963-05-28
75069654113,113768213,Irina Maia,934728511,"Largo Azevedo 63, 6643-996 Miranda do Douro",2015-10-09
74532810146,234938296,Ângelo Araújo,919112729,"Rua Xavier Andrade 93, 0197-392 Pombal",2021-10-16
69931006143,220136454,Isabel Neto,969903051,"Travessa Brian Barros 8, 6897-180 Lamego",1932-06-30
52255522488,313723931,Kevin Fernandes-Costa,963347991,"Avenida Mafalda Santos 47, 6165-792 Almeirim",1925-12-15
20318757550,394526516,Naiara-Anita Pacheco,969735910,"Praça Cláudio Loureiro 30, 7560-538 Guimarães",1940-11-14
56621408695,380061641,Manuel Cardoso,914539646,"Avenida Miguel Rodrigues 178, 8927-618 Sintra",1970-08-18
66469001744,110980337,Cláudio Vieira,967595130,"Alameda do Meiral 29, 7106-662 Trancoso",1944-10-23
34387598995,195690014,Carolina Tavares,939246975,"Praça Pequeno 91, 6930-346 Vila Real",1998-06-26
71110269678,355442123,Joana Vicente,938223682,"Largo de Cunha 183, 9528-611 Setúbal",1988-02-29
59216835160,263173521,Fabiana Paiva,937937863,"Rua de Nunes 6, 2297-999 Chaves",2011-05-21
18341658232,214894420,Sara Matos,938617176,"Rua Isaac Barbosa 40, 5219-234 Castelo Branco",1969-10-01
54749140260,122860836,Juliana Castro,938274457,"Rua Matilde Bensaúde 5, 5321-011 Santa Maria da Feira",1958-03-10
91833472593,370420677,Álvaro Moura,968701963,"Avenida dos Rouxinóis 216, 9622-463 Barreiro",1933-05-20
34961353846,226092713,Tiago Marques-Valente,964161442,"Rua de Barros 78, 2090-498 Figueira da Foz",1917-05-21
39434561689,113954734,Camila Alves,931397045,"Alameda da Conceição 2, 1921-553 Moura",1940-10-20
29541365221,293364575,Ema Araújo,931372761,"Rua de Rodrigues 70, 0548-083 Mêda",1988-11-30
71824547260,395066846,Leandro de Cardoso,938073313,"Avenida de Ribeiro 206, 2227-067 Fafe",2013-08-17
40711489432,388767078,Mafalda Guerreiro,962533763,"Rua de Vímara Peres 8, 0580-150 Oliveira do Bairro",1922-07-20
72473127762,111868123,Sérgio Nascimento,913250798,"Avenida dos Oceanos 967, 8920-996 Paredes",1955-02-28
61094564316,376730200,Samuel Ribeiro,913863293,"Avenida Silva Porto 939, 4398-747 Santa Comba Dão",1923-12-20
99285052103,284421867,Isabel Magalhães-Rodrigues,930951541,"Praça Tomé Neto 64, 2294-149 Montijo",1969-09-22
91411096525,290477951,Laura Neves-Brito,937125597,"Avenida Álvaro Pereira 3, 0150-192 Vila Nova de Famalicão",1941-10-28
45756685377,127338196,Salomé Moreira,915942241,"Rua Rodrigo Oliveira 93, 8129-366 Moura",1984-11-26
50622715203,372723746,José Amaral,912609220,"Avenida Nascimento 69, 7571-206 Marinha Grande",1951-12-29
87898799134,329234088,Mara Faria,911877560,"Avenida Henrique Maia 82, 1420-354 Mirandela",1958-01-16
74804301078,364203176,Mateus da Neves,934700493,"Avenida Pereira 39, 0434-389 Barreiro",1964-07-28
92514633538,341328074,Luca Melo,915639029,"Avenida Campos 244, 6585-234 Lagoa",2011-06-25
85398912385,310476560,Vasco Henriques,964359983,"Alameda de Cintura Interna 57, 9877-629 Viana do Castelo",2013-11-04
54070095251,218880661,Mariana Paiva,911394067,"Avenida Assunção 21, 1728-407 Ourém",2021-09-20
93460810814,319049787,Salomé-Catarina Antunes,965856020,"Avenida Domingues 11, 5577-066 Santana",1939-03-17
13225837721,244511086,André Garcia,938509086,"Avenida Daniel Guerreiro 941, 4378-191 Espinho",1936-11-24
84963010024,382793881,Jéssica Rocha,912186526,"Avenida das Conchas 3, 9047-910 Moura",1966-09-06
34091172150,267262993,William Borges,913117199,"Avenida de Alves 126, 4463-342 Vila Nova de Santo André",1992-02-18
41693794139,231438333,Luna Moreira,915820613,"Avenida de Teixeira 24, 4945-340 Porto Santo",1981-10-18
53605289278,166412700,Lúcia Morais,930417878,"Rua Carlos Ribeiro 17, 5993-386 Oliveira de Azeméis",2007-02-20
46547956821,344814935,Caetana Pires-Vieira,964514026,"Rua dos Flamingos 293, 5998-734 Albufeira",1945-10-07
22000663667,203400002,Carlos Vaz,914336217,"Travessa Sá 3, 3236-193 Estarreja",2008-10-09
89647735263,329674017,Jéssica Ribeiro,917827577,"Avenida de Macedo 15, 7390-044 Cantanhede",1999-07-26
57195228172,154757632,Iara de Jesus,969104099,"Avenida do Almirante Gago Coutinho 78, 6911-241 Loulé",1945-03-25
64750775309,164444672,Lorena Castro,932180928,"Travessa de Antunes 1, 7178-151 Rio Maior",1958-12-14
29155929100,337226796,Bianca Gaspar,938213955,"Rua Leite 94, 2955-534 Oliveira de Azeméis",1974-02-11
44507592566,309726093,Fernando Tavares-Lopes,969133084,"Largo de Oliveira 82, 9944-403 Beja",1947-12-06
40523696980,185093162,Melissa Teixeira,935971000,"Avenida Barros 40, 8969-700 Rio Maior",1964-10-05
48874032756,111781054,Gabriel da Rodrigues,917899073,"Rua Cunha 55, 4827-040 Santa Cruz",2006-05-15
67889930272,145383388,Carminho do Vieira,917846645,"Avenida de Palma de Cima 452, 1383-240 Viseu",1959-01-25
33295411820,156375718,Irina Azevedo,918013963,"Rua de Cunha 4, 5571-089 Oliveira de Azeméis",1985-10-16
94742869693,258941076,Noah Melo-Azevedo,933882108,"Alameda de Lima 990, 7360-192 Vila Real de Santo António",1977-08-25
32255304915,253031211,Francisco Batista,966370687,"Rua Marcos Carvalho 80, 6485-800 Braga",1920-11-02
12108201786,309914782,Daniela-Erika Matias,937653514,"Largo Faria 69, 0001-492 São Mamede de Infesta",1936-12-28
71237786813,120668549,Diogo Ferreira,969583740,"Praça Soraia Henriques 152, 8098-257 Pinhel",2011-01-02
41154465001,294562444,Petra Amaral,964694545,"Avenida de Lima 71, 9918-572 Oliveira de Azeméis",1999-12-27
20017106926,394544364,Tomás Macedo,937153252,"Rua do Monte da Lapa 961, 8856-305 Freamunde",1908-05-31
17831134345,211015796,Salomé Branco,961592811,"Rua de Santos 788, 7094-400 Macedo de Cavaleiros",1927-08-21
92376654817,365617440,Leonardo Marques-Melo,930342780,"Largo de Pacheco 88, 9841-558 Paredes",1924-04-25
32494799092,216299683,Lourenço Vieira-Pires,914661740,"Rua de Alves 275, 6492-680 Seia",1992-05-20
45256780655,241548330,Camila Abreu,918721239,"Largo Garcia 107, 2746-675 Esmoriz",2019-03-01
20725514047,185942494,Laura de Pacheco,931572737,"Rua de Anjos 88, 7897-553 Marco de Canaveses",1958-04-28
12173340360,281304755,Luca Monteiro,939853135,"Praça Moura 51, 7012-650 Estarreja",1932-06-11
47742947412,344748862,Erika Lourenço-Loureiro,916759575,"Rua Santiago Leite 65, 1463-593 São Mamede de Infesta",1991-03-21
11532100021,122417345,Yasmin Cardoso,917871519,"Alameda Tavares 43, 3208-897 Penafiel",1947-12-26
29915911937,355472080,Juliana Pinto,913773187,"Rua Maria de Lourdes Sá Teixeira 881, 0922-634 Viana do Castelo",2002-09-21
20307483256,290704606,Nicole Rodrigues,916112552,"Avenida Machado 736, 8532-973 Cartaxo",1968-09-18
38371313124,151759170,Álvaro Magalhães,930690925,"Alameda Pinto 41, 5927-499 Matosinhos",2012-11-17
23373969182,362222573,Rita do Ferreira,915535460,"Largo Anjos 958, 4772-065 Ermesinde",1972-10-11
64112819190,324676033,Leonor Carneiro,932282397,"Travessa Kévim Ribeiro 63, 1300-070 Mêda",2002-05-28
27665588570,264237632,Valentim Santos,915658476,"Praça Madrid 79, 9701-223 Paços de Ferreira",1969-08-18
18344622154,307834416,Carlos Cruz,937188532,"Largo de Cunha 96, 9057-824 Agualva-Cacém",1930-05-23
11941386777,378924512,Xavier Borges,969365225,"Avenida Yasmin Freitas 87, 9670-348 Alcobaça",1939-03-08
69295406118,367540292,Francisca Sousa,966131547,"Avenida Nacional 108 17, 7403-492 Amora",1956-10-14
70532856834,370327592,Gaspar Gaspar,930174947,"Avenida de Simões 230, 6360-097 Torres Vedras",1963-04-23
39604718145,370339675,Bárbara Matias,960169803,"Avenida Ramos 916, 4499-815 Ponta Delgada",1967-01-28
46414875364,354438667,Bernardo Vicente,913944566,"Rua Figueiredo 52, 2168-390 Vendas Novas",1933-01-22
19757343917,149476931,Samuel Gonçalves,932274018,"Rua Martim Nogueira 2, 8150-223 Faro",1922-12-15
96117945667,325859930,Benedita da Fonseca,932763606,"Travessa Rafaela Esteves 22, 6240-390 Ribeira Grande",2020-02-11
48580765412,294698900,Vicente Oliveira,966617896,"Rua Eva Simões 22, 9574-542 Vila Nova de Famalicão",1919-06-30
74468126431,229550686,Manuel Freitas,911553766,"Avenida Faria 80, 3436-610 Marco de Canaveses",1975-03-05
91760139775,301154199,Carminho Anjos,936511552,"Avenida Matias Ribeiro 33, 2503-347 Matosinhos",1947-09-04
25374613318,198800574,Igor Fonseca,961820645,"Travessa das Sereias 8, 2861-947 Chaves",1968-05-02
88762410146,131384899,Cláudio Almeida,931330673,"Avenida Vaz 3, 7948-791 Castelo Branco",1913-02-02
59997350067,167050884,Luís Andrade,917016265,"Travessa Morais 200, 2709-000 Vila Real",1954-05-14
86535233719,300653718,Camila Jesus,913178201,"Avenida Rocha 91, 5736-820 Alcácer do Sal",1969-08-20
95304863873,115397906,Miriam Gomes,962247721,"Avenida de Mendes 6, 8913-602 Castelo Branco",1951-11-05
72463710777,382711010,Denis Freitas,968791539,"Avenida Pinho 31, 1686-145 Santiago do Cacém",1971-10-25
21955944479,137926681,André Loureiro,918479744,"Avenida do Forno Velho 649, 6113-898 Castelo Branco",1916-03-26
44170579477,269106927,Luana Carneiro,938743610,"Avenida Violeta Pacheco 7, 0746-345 Marinha Grande",2007-03-20
61614592183,242843598,Ismael Martins,967449369,"Travessa Emília Amorim 98, 0237-813 Viseu",2004-03-31
74473903580,213558409,Valentina Simões,912928244,"Praça de Sá 148, 6385-745 Câmara de Lobos",1994-08-27
59247312311,242260364,Dinis Mendes,930893256,"Travessa Correia 164, 2877-950 Póvoa de Santa Iria",1926-11-01
20807812919,138776190,Valentim Monteiro,937311970,"Largo Carlos Almeida 68, 6410-819 Fiães",1990-12-05
63308694276,114620969,Joel Lopes,913626000,"Avenida Isabel Matos 16, 0357-445 Matosinhos",1966-11-19
78764127542,232059319,Flor-Nicole Neves,939627561,"Rua Jéssica Barros 63, 1538-591 Entroncamento",2008-07-15
